Symbol;ISIN;Description;Region;Classification;Curr;Type;Start
TINSDY;CH0037487581;DJSN TMI Insur [8500] DKK (Return);Nordic;Supersector;DKK;Return;21-Apr-08
TMDIF;CH0014292228;DJSN TMI Media [5500] EUR (Price);Nordic;Supersector;EUR;Price;15-Jul-02
TMDIG;CH0014292236;DJSN TMI Media [5500] EUR (Return);Nordic;Supersector;EUR;Return;15-Jul-02
TMDIH;CH0014292160;DJSN TMI Media [5500] USD (Price);Nordic;Supersector;USD;Price;15-Jul-02
TMDII;CH0014292202;DJSN TMI Media [5500] USD (Return);Nordic;Supersector;USD;Return;15-Jul-02
TMDIX;CH0037485965;DJSN TMI Media [5500] SEK (Price);Nordic;Supersector;SEK;Price;21-Apr-08
TMDIY;CH0037485981;DJSN TMI Media [5500] SEK (Return);Nordic;Supersector;SEK;Return;21-Apr-08
TMDINX;CH0037486807;DJSN TMI Media [5500] NOK (Price);Nordic;Supersector;NOK;Price;21-Apr-08
TMDINY;CH0037486815;DJSN TMI Media [5500] NOK (Return);Nordic;Supersector;NOK;Return;21-Apr-08
TMDIDX;CH0037487599;DJSN TMI Media [5500] DKK (Price);Nordic;Supersector;DKK;Price;21-Apr-08
TMDIDY;CH0037487607;DJSN TMI Media [5500] DKK (Return);Nordic;Supersector;DKK;Return;21-Apr-08
T3700M;CH0019121265;DJSN TMI Pr&Ho Gd [3700] USD (Price);Nordic;Supersector;USD;Price;20-Sep-04
T3700N;CH0019121257;DJSN TMI Pr&Ho Gd [3700] EUR (Price);Nordic;Supersector;EUR;Price;20-Sep-04
T3700Q;CH0019121273;DJSN TMI Pr&Ho Gd [3700] EUR (Return);Nordic;Supersector;EUR;Return;20-Sep-04
T3700S;CH0019121331;DJSN TMI Pr&Ho Gd [3700] USD (Return);Nordic;Supersector;USD;Return;20-Sep-04
T370X;CH0037486047;DJSN TMI Pr&Ho Gd [3700] SEK (Price);Nordic;Supersector;SEK;Price;21-Apr-08
T370Y;CH0037486054;DJSN TMI Pr&Ho Gd [3700] SEK (Return);Nordic;Supersector;SEK;Return;21-Apr-08
T370NX;CH0037486898;DJSN TMI Pr&Ho Gd [3700] NOK (Price);Nordic;Supersector;NOK;Price;21-Apr-08
T370NY;CH0037486906;DJSN TMI Pr&Ho Gd [3700] NOK (Return);Nordic;Supersector;NOK;Return;21-Apr-08
T370DX;CH0037487656;DJSN TMI Pr&Ho Gd [3700] DKK (Price);Nordic;Supersector;DKK;Price;21-Apr-08
T370DY;CH0037487672;DJSN TMI Pr&Ho Gd [3700] DKK (Return);Nordic;Supersector;DKK;Return;21-Apr-08
T8600N;CH0043941191;DJSN TMI Rea Es [8600] EUR (Price);Nordic;Supersector;EUR;Price;22-Sep-08
T8600Q;CH0043941209;DJSN TMI Rea Es [8600] EUR (Return);Nordic;Supersector;EUR;Return;22-Sep-08
T8600M;CH0043941217;DJSN TMI Rea Es [8600] USD (Price);Nordic;Supersector;USD;Price;22-Sep-08
T8600S;CH0043941233;DJSN TMI Rea Es [8600] USD (Return);Nordic;Supersector;USD;Return;22-Sep-08
T8600X;CH0043941241;DJSN TMI Rea Es [8600] SEK (Price);Nordic;Supersector;SEK;Price;22-Sep-08
T8600Y;CH0043941266;DJSN TMI Rea Es [8600] SEK (Return);Nordic;Supersector;SEK;Return;22-Sep-08
T860NX;CH0043941282;DJSN TMI Rea Es [8600] NOK (Price);Nordic;Supersector;NOK;Price;22-Sep-08
T860NY;CH0043941308;DJSN TMI Rea Es [8600] NOK (Return);Nordic;Supersector;NOK;Return;22-Sep-08
T860DX;CH0043941316;DJSN TMI Rea Es [8600] DKK (Price);Nordic;Supersector;DKK;Price;22-Sep-08
T860DY;CH0043941324;DJSN TMI Rea Es [8600] DKK (Return);Nordic;Supersector;DKK;Return;22-Sep-08
TTECF;CH0014299553;DJSN TMI Tech [9500] EUR (Price);Nordic;Supersector;EUR;Price;20-Nov-00
TTECG;CH0014299629;DJSN TMI Tech [9500] EUR (Return);Nordic;Supersector;EUR;Return;20-Nov-00
TTECH;CH0014299041;DJSN TMI Tech [9500] USD (Price);Nordic;Supersector;USD;Price;20-Nov-00
TTECI;CH0014299504;DJSN TMI Tech [9500] USD (Return);Nordic;Supersector;USD;Return;20-Nov-00
TTECX;CH0037485445;DJSN TMI Tech [9500] SEK (Price);Nordic;Supersector;SEK;Price;21-Apr-08
TTECY;CH0037485452;DJSN TMI Tech [9500] SEK (Return);Nordic;Supersector;SEK;Return;21-Apr-08
TTECNX;CH0037486302;DJSN TMI Tech [9500] NOK (Price);Nordic;Supersector;NOK;Price;21-Apr-08
TTECNY;CH0037486336;DJSN TMI Tech [9500] NOK (Return);Nordic;Supersector;NOK;Return;21-Apr-08
TTECDX;CH0037487110;DJSN TMI Tech [9500] DKK (Price);Nordic;Supersector;DKK;Price;21-Apr-08
TTECDY;CH0037487128;DJSN TMI Tech [9500] DKK (Return);Nordic;Supersector;DKK;Return;21-Apr-08
TTLSF;CH0014299785;DJSN TMI Telecom [6500] EUR (Price);Nordic;Supersector;EUR;Price;20-Nov-00
TTLSG;CH0014299801;DJSN TMI Telecom [6500] EUR (Return);Nordic;Supersector;EUR;Return;20-Nov-00
TTLSH;CH0014299686;DJSN TMI Telecom [6500] USD (Price);Nordic;Supersector;USD;Price;20-Nov-00
TTLSI;CH0014299751;DJSN TMI Telecom [6500] USD (Return);Nordic;Supersector;USD;Return;20-Nov-00
TTLSX;CH0037485460;DJSN TMI Telecom [6500] SEK (Price);Nordic;Supersector;SEK;Price;21-Apr-08
TTLSY;CH0037485544;DJSN TMI Telecom [6500] SEK (Return);Nordic;Supersector;SEK;Return;21-Apr-08
TTLSNX;CH0037486351;DJSN TMI Telecom [6500] NOK (Price);Nordic;Supersector;NOK;Price;21-Apr-08
TTLSNY;CH0037486377;DJSN TMI Telecom [6500] NOK (Return);Nordic;Supersector;NOK;Return;21-Apr-08
TTLSDX;CH0037487136;DJSN TMI Telecom [6500] DKK (Price);Nordic;Supersector;DKK;Price;21-Apr-08
TTLSDY;CH0037487151;DJSN TMI Telecom [6500] DKK (Return);Nordic;Supersector;DKK;Return;21-Apr-08
T5700M;CH0019121570;DJSN TMI Trv&Lsr [5700] USD (Price);Nordic;Supersector;USD;Price;20-Sep-04
T5700N;CH0019121521;DJSN TMI Trv&Lsr [5700] EUR (Price);Nordic;Supersector;EUR;Price;20-Sep-04
T5700Q;CH0019121653;DJSN TMI Trv&Lsr [5700] EUR (Return);Nordic;Supersector;EUR;Return;20-Sep-04
T5700S;CH0019121703;DJSN TMI Trv&Lsr [5700] USD (Return);Nordic;Supersector;USD;Return;20-Sep-04
T570X;CH0037486062;DJSN TMI Trv&Lsr [5700] SEK (Price);Nordic;Supersector;SEK;Price;21-Apr-08
T570Y;CH0037486070;DJSN TMI Trv&Lsr [5700] SEK (Return);Nordic;Supersector;SEK;Return;21-Apr-08
T570NX;CH0037486914;DJSN TMI Trv&Lsr [5700] NOK (Price);Nordic;Supersector;NOK;Price;21-Apr-08
T570NY;CH0037486922;DJSN TMI Trv&Lsr [5700] NOK (Return);Nordic;Supersector;NOK;Return;21-Apr-08
T570DX;CH0037487680;DJSN TMI Trv&Lsr [5700] DKK (Price);Nordic;Supersector;DKK;Price;21-Apr-08
T570DY;CH0037487706;DJSN TMI Trv&Lsr [5700] DKK (Return);Nordic;Supersector;DKK;Return;21-Apr-08
BATL;CH0009093862;DJS TMI Aut&Prt [3300] USD (Price);Europe;Supersector;USD;Price;20-Nov-00
BATP;CH0009093821;DJS TMI Aut&Prt [3300] EUR (Price);Europe;Supersector;EUR;Price;20-Nov-00
BATR;CH0009093870;DJS TMI Aut&Prt [3300] EUR (Return);Europe;Supersector;EUR;Return;20-Nov-00
BATV;CH0009093896;DJS TMI Aut&Prt [3300] USD (Return);Europe;Supersector;USD;Return;20-Nov-00
BBAL;CH0009094589;DJS TMI Banks [8300] USD (Price);Europe;Supersector;USD;Price;20-Nov-00
BBAP;CH0009094316;DJS TMI Banks [8300] EUR (Price);Europe;Supersector;EUR;Price;20-Nov-00
BBAR;CH0009094704;DJS TMI Banks [8300] EUR (Return);Europe;Supersector;EUR;Return;20-Nov-00
BBAV;CH0009094779;DJS TMI Banks [8300] USD (Return);Europe;Supersector;USD;Return;20-Nov-00
BBSL;CH0009095487;DJS TMI Bas Res [1700] USD (Price);Europe;Supersector;USD;Price;20-Nov-00
BBSP;CH0009095222;DJS TMI Bas Res [1700] EUR (Price);Europe;Supersector;EUR;Price;20-Nov-00
BBSR;CH0009095552;DJS TMI Bas Res [1700] EUR (Return);Europe;Supersector;EUR;Return;20-Nov-00
BBSV;CH0009095578;DJS TMI Bas Res [1700] USD (Return);Europe;Supersector;USD;Return;20-Nov-00
BCHL;CH0009095990;DJS TMI Chem [1300] USD (Price);Europe;Supersector;USD;Price;20-Nov-00
BCHP;CH0009095917;DJS TMI Chem [1300] EUR (Price);Europe;Supersector;EUR;Price;20-Nov-00
BCHR;CH0009096055;DJS TMI Chem [1300] EUR (Return);Europe;Supersector;EUR;Return;20-Nov-00
BCHV;CH0009096097;DJS TMI Chem [1300] USD (Return);Europe;Supersector;USD;Return;20-Nov-00
BCNL;CH0009097400;DJS TMI Cns&Mat [2300] USD (Price);Europe;Supersector;USD;Price;20-Nov-00
BCNP;CH0009097384;DJS TMI Cns&Mat [2300] EUR (Price);Europe;Supersector;EUR;Price;20-Nov-00
BCNR;CH0009097426;DJS TMI Cns&Mat [2300] EUR (Return);Europe;Supersector;EUR;Return;20-Nov-00
BCNV;CH0009097434;DJS TMI Cns&Mat [2300] USD (Return);Europe;Supersector;USD;Return;20-Nov-00
BFSL;CH0009099265;DJS TMI Fin Svcs [8700] USD (Price);Europe;Supersector;USD;Price;20-Nov-00
BFSP;CH0009099257;DJS TMI Fin Svcs [8700] EUR (Price);Europe;Supersector;EUR;Price;20-Nov-00
BFSR;CH0009099281;DJS TMI Fin Svcs [8700] EUR (Return);Europe;Supersector;EUR;Return;20-Nov-00
BFSV;CH0009099307;DJS TMI Fin Svcs [8700] USD (Return);Europe;Supersector;USD;Return;20-Nov-00
BFOL;CH0009099711;DJS TMI Fd&Bvr [3500] USD (Price);Europe;Supersector;USD;Price;20-Nov-00
BFOP;CH0009099661;DJS TMI Fd&Bvr [3500] EUR (Price);Europe;Supersector;EUR;Price;20-Nov-00
BFOR;CH0009100766;DJS TMI Fd&Bvr [3500] EUR (Return);Europe;Supersector;EUR;Return;20-Nov-00
BFOV;CH0009100873;DJS TMI Fd&Bvr [3500] USD (Return);Europe;Supersector;USD;Return;20-Nov-00
BPHL;CH0009104487;DJS TMI Hea Care [4500] USD (Price);Europe;Supersector;USD;Price;20-Nov-00
BPHP;CH0009104404;DJS TMI Hea Care [4500] EUR (Price);Europe;Supersector;EUR;Price;20-Nov-00
BPHR;CH0009104495;DJS TMI Hea Care [4500] EUR (Return);Europe;Supersector;EUR;Return;20-Nov-00
BPHV;CH0009104529;DJS TMI Hea Care [4500] USD (Return);Europe;Supersector;USD;Return;20-Nov-00
BIGL;CH0009101202;DJS TMI Indus Gd [2700] USD (Price);Europe;Supersector;USD;Price;20-Nov-00
BIGP;CH0009101152;DJS TMI Indus Gd [2700] EUR (Price);Europe;Supersector;EUR;Price;20-Nov-00
BIGR;CH0009101210;DJS TMI Indus Gd [2700] EUR (Return);Europe;Supersector;EUR;Return;20-Nov-00
BIGV;CH0009101228;DJS TMI Indus Gd [2700] USD (Return);Europe;Supersector;USD;Return;20-Nov-00
BINL;CH0009101723;DJS TMI Insur [8500] USD (Price);Europe;Supersector;USD;Price;20-Nov-00
BINP;CH0009101715;DJS TMI Insur [8500] EUR (Price);Europe;Supersector;EUR;Price;20-Nov-00
BINR;CH0009101731;DJS TMI Insur [8500] EUR (Return);Europe;Supersector;EUR;Return;20-Nov-00
BINV;CH0009101749;DJS TMI Insur [8500] USD (Return);Europe;Supersector;USD;Return;20-Nov-00
BMDL;CH0009103703;DJS TMI Media [5500] USD (Price);Europe;Supersector;USD;Price;20-Nov-00
BMDP;CH0009103661;DJS TMI Media [5500] EUR (Price);Europe;Supersector;EUR;Price;20-Nov-00
BMDR;CH0009103737;DJS TMI Media [5500] EUR (Return);Europe;Supersector;EUR;Return;20-Nov-00
BMDV;CH0009103745;DJS TMI Media [5500] USD (Return);Europe;Supersector;USD;Return;20-Nov-00
BENL;CH0009098952;DJS TMI Oil&Gas [0500] USD (Price);Europe;Supersector;USD;Price;20-Nov-00
BENP;CH0009098929;DJS TMI Oil&Gas [0500] EUR (Price);Europe;Supersector;EUR;Price;20-Nov-00
BENR;CH0009098986;DJS TMI Oil&Gas [0500] EUR (Return);Europe;Supersector;EUR;Return;20-Nov-00
BENV;CH0009098994;DJS TMI Oil&Gas [0500] USD (Return);Europe;Supersector;USD;Return;20-Nov-00
T3700L;CH0019113866;DJS TMI Pr&Ho Gd [3700] USD (Price);Europe;Supersector;USD;Price;20-Sep-04
T3700P;CH0019113833;DJS TMI Pr&Ho Gd [3700] EUR (Price);Europe;Supersector;EUR;Price;20-Sep-04
T3700R;CH0019113890;DJS TMI Pr&Ho Gd [3700] EUR (Return);Europe;Supersector;EUR;Return;20-Sep-04
T3700V;CH0019113916;DJS TMI Pr&Ho Gd [3700] USD (Return);Europe;Supersector;USD;Return;20-Sep-04
T8600P;CH0043940839;DJS TMI Rea Es [8600] EUR (Price);Europe;Supersector;EUR;Price;22-Sep-08
T8600R;CH0043940847;DJS TMI Rea Es [8600] EUR (Return);Europe;Supersector;EUR;Return;22-Sep-08
T8600L;CH0043940854;DJS TMI Rea Es [8600] USD (Price);Europe;Supersector;USD;Price;22-Sep-08
T8600V;CH0043940870;DJS TMI Rea Es [8600] USD (Return);Europe;Supersector;USD;Return;22-Sep-08
T5300L;CH0019113981;DJS TMI Retail [5300] USD (Price);Europe;Supersector;USD;Price;20-Sep-04
T5300P;CH0019113957;DJS TMI Retail [5300] EUR (Price);Europe;Supersector;EUR;Price;20-Sep-04
T5300R;CH0019113999;DJS TMI Retail [5300] EUR (Return);Europe;Supersector;EUR;Return;20-Sep-04
T5300V;CH0019114005;DJS TMI Retail [5300] USD (Return);Europe;Supersector;USD;Return;20-Sep-04
BTHL;CH0009105617;DJS TMI Tech [9500] USD (Price);Europe;Supersector;USD;Price;20-Nov-00
BTHP;CH0009105591;DJS TMI Tech [9500] EUR (Price);Europe;Supersector;EUR;Price;20-Nov-00
BTHR;CH0009105633;DJS TMI Tech [9500] EUR (Return);Europe;Supersector;EUR;Return;20-Nov-00
BTHV;CH0009105989;DJS TMI Tech [9500] USD (Return);Europe;Supersector;USD;Return;20-Nov-00
BTEL;CH0009106367;DJS TMI Telecom [6500] USD (Price);Europe;Supersector;USD;Price;20-Nov-00
BTEP;CH0009106300;DJS TMI Telecom [6500] EUR (Price);Europe;Supersector;EUR;Price;20-Nov-00
BTER;CH0009106391;DJS TMI Telecom [6500] EUR (Return);Europe;Supersector;EUR;Return;20-Nov-00
BTEV;CH0009106425;DJS TMI Telecom [6500] USD (Return);Europe;Supersector;USD;Return;20-Nov-00
T5700L;CH0019114047;DJS TMI Trv&Lsr [5700] USD (Price);Europe;Supersector;USD;Price;20-Sep-04
T5700P;CH0019114039;DJS TMI Trv&Lsr [5700] EUR (Price);Europe;Supersector;EUR;Price;20-Sep-04
T5700R;CH0019114062;DJS TMI Trv&Lsr [5700] EUR (Return);Europe;Supersector;EUR;Return;20-Sep-04
T5700V;CH0019114088;DJS TMI Trv&Lsr [5700] USD (Return);Europe;Supersector;USD;Return;20-Sep-04
BUTL;CH0009106623;DJS TMI Util [7500] USD (Price);Europe;Supersector;USD;Price;20-Nov-00
BUTP;CH0009106599;DJS TMI Util [7500] EUR (Price);Europe;Supersector;EUR;Price;20-Nov-00
BUTR;CH0009106649;DJS TMI Util [7500] EUR (Return);Europe;Supersector;EUR;Return;20-Nov-00
BUTV;CH0009106656;DJS TMI Util [7500] USD (Return);Europe;Supersector;USD;Return;20-Nov-00
SUTE;CH0012766264;DJES Sustain EUR (Price);Eurozone;Sustainability;EUR;Price;15-Oct-01
SUTK;CH0012766322;DJES Sustain USD (Price);Eurozone;Sustainability;USD;Price;15-Oct-01
SUTT;CH0012766298;DJES Sustain EUR (Return);Eurozone;Sustainability;EUR;Return;15-Oct-01
SUTU;CH0012766330;DJES Sustain USD (Return);Eurozone;Sustainability;USD;Return;15-Oct-01
SUBE;CH0022259680;DJSI EURO STOXX 40 EUR (Price);Eurozone;Sustainability;EUR;Price;30-Jan-06
SUBK;CH0022259763;DJSI EURO STOXX 40 USD (Price);Eurozone;Sustainability;USD;Price;30-Jan-06
SUBT;CH0022259722;DJSI EURO STOXX 40 EUR (Return);Eurozone;Sustainability;EUR;Return;30-Jan-06
SUBU;CH0022259813;DJSI EURO STOXX 40 USD (Return);Eurozone;Sustainability;USD;Return;30-Jan-06
SUXE;CH0012766447;DJES Sustain ex AGTAF EUR (Price);Eurozone;Sustainability;EUR;Price;15-Oct-01
SUXK;CH0012766603;DJES Sustain ex AGTAF USD (Price);Eurozone;Sustainability;USD;Price;15-Oct-01
SUXT;CH0012766579;DJES Sustain ex AGTAF EUR (Return);Eurozone;Sustainability;EUR;Return;15-Oct-01
SUXU;CH0012766637;DJES Sustain ex AGTAF USD (Return);Eurozone;Sustainability;USD;Return;15-Oct-01
SUYE;CH0030846924;DJES Sustain ex AGTAFA EUR (Price);Eurozone;Sustainability;EUR;Price;21-Jan-08
SUYT;CH0030846932;DJES Sustain ex AGTAFA EUR (Return);Eurozone;Sustainability;EUR;Return;21-Jan-08
SUYK;CH0030846957;DJES Sustain ex AGTAFA USD (Price);Eurozone;Sustainability;USD;Price;21-Jan-08
SUYU;CH0030846965;DJES Sustain ex AGTAFA USD (Return);Eurozone;Sustainability;USD;Return;21-Jan-08
SUTL;CH0012766785;DJS Sustain USD (Price);Europe;Sustainability;USD;Price;15-Oct-01
SUTP;CH0012766694;DJS Sustain EUR (Price);Europe;Sustainability;EUR;Price;15-Oct-01
SUTR;CH0012766769;DJS Sustain EUR (Return);Europe;Sustainability;EUR;Return;15-Oct-01
SUTV;CH0012766850;DJS Sustain USD (Return);Europe;Sustainability;USD;Return;15-Oct-01
SUBL;CH0022259615;DJSI STOXX 40 USD (Price);Europe;Sustainability;USD;Price;30-Jan-06
SUBP;CH0022259391;DJSI STOXX 40 EUR (Price);Europe;Sustainability;EUR;Price;30-Jan-06
SUBR;CH0022259581;DJSI STOXX 40 EUR (Return);Europe;Sustainability;EUR;Return;30-Jan-06
SUBV;CH0022259649;DJSI STOXX 40 USD (Return);Europe;Sustainability;USD;Return;30-Jan-06
SUXL;CH0012767395;DJS Sustain ex AGTAF USD (Price);Europe;Sustainability;USD;Price;15-Oct-01
SUXP;CH0012767023;DJS Sustain ex AGTAF EUR (Price);Europe;Sustainability;EUR;Price;15-Oct-01
SUXR;CH0012767247;DJS Sustain ex AGTAF EUR (Return);Europe;Sustainability;EUR;Return;15-Oct-01
SUXV;CH0012767452;DJS Sustain ex AGTAF USD (Return);Europe;Sustainability;USD;Return;15-Oct-01
SUYP;CH0030846817;DJS Sustain ex AGTAFA EUR (Price);Europe;Sustainability;EUR;Price;21-Jan-08
SUYR;CH0030846841;DJS Sustain ex AGTAFA EUR (Return);Europe;Sustainability;EUR;Return;21-Jan-08
SUYL;CH0030846882;DJS Sustain ex AGTAFA USD (Price);Europe;Sustainability;USD;Price;21-Jan-08
SUYV;CH0030846890;DJS Sustain ex AGTAFA USD (Return);Europe;Sustainability;USD;Return;21-Jan-08
FCTL;CH0013549990;DJS Football USD (Price);Europe;Theme;USD;Price;22-Apr-02
FCTP;CH0013549974;DJS Football EUR (Price);Europe;Theme;EUR;Price;22-Apr-02
FCTR;CH0013549982;DJS Football EUR (Return);Europe;Theme;EUR;Return;22-Apr-02
FCTV;CH0013550006;DJS Football USD (Return);Europe;Theme;USD;Return;22-Apr-02
SF1L;US26066G1269;DJSTX GrandPrix USD (Price);Global;Theme;USD;Price;08-Mar-07
SF1P;US26066G1186;DJSTX GrandPrix EUR (Price);Global;Theme;EUR;Price;08-Mar-07
SF1R;US26066H1169;DJSTX GrndPrix EUR (Return);Global;Theme;EUR;Return;08-Mar-07
SF1V;US26066H1243;DJSTX GrndPrix USD (Return);Global;Theme;USD;Return;08-Mar-07
IPO12L;CH0026767241;DJS IPO 12M USD (Price);Europe;Theme;USD;Price;05-Sep-06
IPO12P;CH0026767209;DJS IPO 12M EUR (Price);Europe;Theme;EUR;Price;05-Sep-06
IPO12R;CH0026767233;DJS IPO 12M EUR (Return);Europe;Theme;EUR;Return;05-Sep-06
IPO12V;CH0026767258;DJS IPO 12M USD (Return);Europe;Theme;USD;Return;05-Sep-06
IPO3L;CH0026766896;DJS IPO 3M USD (Price);Europe;Theme;USD;Price;05-Sep-06
IPO3P;CH0026766383;DJS IPO 3M EUR (Price);Europe;Theme;EUR;Price;05-Sep-06
IPO3R;CH0026766649;DJS IPO 3M EUR (Return);Europe;Theme;EUR;Return;05-Sep-06
IPO3V;CH0026766979;DJS IPO 3M USD (Return);Europe;Theme;USD;Return;05-Sep-06
IPO60L;CH0026767282;DJS IPO 60M USD (Price);Europe;Theme;USD;Price;05-Sep-06
IPO60P;CH0026767266;DJS IPO 60M EUR (Price);Europe;Theme;EUR;Price;05-Sep-06
IPO60R;CH0026767274;DJS IPO 60M EUR (Return);Europe;Theme;EUR;Return;05-Sep-06
IPO60V;CH0026767290;DJS IPO 60M USD (Return);Europe;Theme;USD;Return;05-Sep-06
SPEL;CH0032120807;DJS PRIVEQ USD (Price);Europe;Theme;USD;Price;04-Sep-07
SPEP;CH0032120773;DJS PRIVEQ EUR (Price);Europe;Theme;EUR;Price;04-Sep-07
SPER;CH0032120781;DJS PRIVEQ EUR (Return);Europe;Theme;EUR;Return;04-Sep-07
SPEV;CH0032120815;DJS PRIVEQ USD (Return);Europe;Theme;USD;Return;04-Sep-07
SX5T2S;CH0048222092;DJES50 Double Short EUR (Return);Eurozone;Strategy;EUR;Return;24-Nov-08
SXXR2S;CH0048222100;DJS600 Double Short EUR (Return);Europe;Strategy;EUR;Return;24-Nov-08
SXOAL;CH0100460481;DJS Opt Aut&Prt [3300] USD (Price);Europe;Optimised;USD;Price;14-Jul-09
SXOAP;CH0100460499;DJS Opt Aut&Prt [3300] EUR (Price);Europe;Optimised;EUR;Price;14-Jul-09
SXOAR;CH0100460507;DJS Opt Aut&Prt [3300] EUR (Return);Europe;Optimised;EUR;Return;14-Jul-09
SXOAV;CH0100460515;DJS Opt Aut&Prt [3300] USD (Return);Europe;Optimised;USD;Return;14-Jul-09
SXO7L;CH0100460523;DJS Opt Banks [8300] USD (Price);Europe;Optimised;USD;Price;14-Jul-09
SXO7P;CH0100460531;DJS Opt Banks [8300] EUR (Price);Europe;Optimised;EUR;Price;14-Jul-09
SXO7R;CH0100460549;DJS Opt Banks [8300] EUR (Return);Europe;Optimised;EUR;Return;14-Jul-09
SXO7V;CH0100460556;DJS Opt Banks [8300] USD (Return);Europe;Optimised;USD;Return;14-Jul-09
SXOPL;CH0100460564;DJS Opt Bas Res [1700] USD (Price);Europe;Optimised;USD;Price;14-Jul-09
SXOPP;CH0100460572;DJS Opt Bas Res [1700] EUR (Price);Europe;Optimised;EUR;Price;14-Jul-09
SXOPR;CH0100460580;DJS Opt Bas Res [1700] EUR (Return);Europe;Optimised;EUR;Return;14-Jul-09
SXOPV;CH0100460598;DJS Opt Bas Res [1700] USD (Return);Europe;Optimised;USD;Return;14-Jul-09
SXO4L;CH0100460606;DJS Opt Chem [1300] USD (Price);Europe;Optimised;USD;Price;14-Jul-09
SXO4P;CH0100460622;DJS Opt Chem [1300] EUR (Price);Europe;Optimised;EUR;Price;14-Jul-09
SXO4R;CH0100460630;DJS Opt Chem [1300] EUR (Return);Europe;Optimised;EUR;Return;14-Jul-09
SXO4V;CH0100460655;DJS Opt Chem [1300] USD (Return);Europe;Optimised;USD;Return;14-Jul-09
SXOOL;CH0100460663;DJS Opt Cns&Mat [2300] USD (Price);Europe;Optimised;USD;Price;14-Jul-09
SXOOP;CH0100460671;DJS Opt Cns&Mat [2300] EUR (Price);Europe;Optimised;EUR;Price;14-Jul-09
SXOOR;CH0100460697;DJS Opt Cns&Mat [2300] EUR (Return);Europe;Optimised;EUR;Return;14-Jul-09
SXOOV;CH0100460705;DJS Opt Cns&Mat [2300] USD (Return);Europe;Optimised;USD;Return;14-Jul-09
SXOFL;CH0100460721;DJS Opt Fin Svcs [8700] USD (Price);Europe;Optimised;USD;Price;14-Jul-09
SXOFP;CH0100460747;DJS Opt Fin Svcs [8700] EUR (Price);Europe;Optimised;EUR;Price;14-Jul-09
SXOFR;CH0100460770;DJS Opt Fin Svcs [8700] EUR (Return);Europe;Optimised;EUR;Return;14-Jul-09
SXOFV;CH0100460804;DJS Opt Fin Svcs [8700] USD (Return);Europe;Optimised;USD;Return;14-Jul-09
SXO3L;CH0100460820;DJS Opt Fd&Bvr [3500] USD (Price);Europe;Optimised;USD;Price;14-Jul-09
SXO3P;CH0100460838;DJS Opt Fd&Bvr [3500] EUR (Price);Europe;Optimised;EUR;Price;14-Jul-09
SXO3R;CH0100460846;DJS Opt Fd&Bvr [3500] EUR (Return);Europe;Optimised;EUR;Return;14-Jul-09
SXO3V;CH0100460853;DJS Opt Fd&Bvr [3500] USD (Return);Europe;Optimised;USD;Return;14-Jul-09
SXODL;CH0100460861;DJS Opt Hea Care [4500] USD (Price);Europe;Optimised;USD;Price;14-Jul-09
SXODP;CH0100460879;DJS Opt Hea Care [4500] EUR (Price);Europe;Optimised;EUR;Price;14-Jul-09
SXODR;CH0100460887;DJS Opt Hea Care [4500] EUR (Return);Europe;Optimised;EUR;Return;14-Jul-09
SXODV;CH0100460895;DJS Opt Hea Care [4500] USD (Return);Europe;Optimised;USD;Return;14-Jul-09
SXONL;CH0100460903;DJS Opt Indus Gd [2700] USD (Price);Europe;Optimised;USD;Price;14-Jul-09
SXONP;CH0100460911;DJS Opt Indus Gd [2700] EUR (Price);Europe;Optimised;EUR;Price;14-Jul-09
SXONR;CH0100460929;DJS Opt Indus Gd [2700] EUR (Return);Europe;Optimised;EUR;Return;14-Jul-09
SXONV;CH0100460937;DJS Opt Indus Gd [2700] USD (Return);Europe;Optimised;USD;Return;14-Jul-09
SXOIL;CH0100460945;DJS Opt Insur [8500] USD (Price);Europe;Optimised;USD;Price;14-Jul-09
SXOIP;CH0100460952;DJS Opt Insur [8500] EUR (Price);Europe;Optimised;EUR;Price;14-Jul-09
SXOIR;CH0100460960;DJS Opt Insur [8500] EUR (Return);Europe;Optimised;EUR;Return;14-Jul-09
SXOIV;CH0100460978;DJS Opt Insur [8500] USD (Return);Europe;Optimised;USD;Return;14-Jul-09
SXOML;CH0100460994;DJS Opt Media [5500] USD (Price);Europe;Optimised;USD;Price;14-Jul-09
SXOMP;CH0100461000;DJS Opt Media [5500] EUR (Price);Europe;Optimised;EUR;Price;14-Jul-09
SXOMR;CH0100461018;DJS Opt Media [5500] EUR (Return);Europe;Optimised;EUR;Return;14-Jul-09
SXOMV;CH0100461026;DJS Opt Media [5500] USD (Return);Europe;Optimised;USD;Return;14-Jul-09
SXOEL;CH0100461034;DJS Opt Oil&Gas [0500] USD (Price);Europe;Optimised;USD;Price;14-Jul-09
SXOEP;CH0100461042;DJS Opt Oil&Gas [0500] EUR (Price);Europe;Optimised;EUR;Price;14-Jul-09
SXOER;CH0100461059;DJS Opt Oil&Gas [0500] EUR (Return);Europe;Optimised;EUR;Return;14-Jul-09
SXOEV;CH0100461067;DJS Opt Oil&Gas [0500] USD (Return);Europe;Optimised;USD;Return;14-Jul-09
