Symbol;ISIN;Description;Region;Classification;Curr;Type;Start
SX8R;EU0009658939;DJS Tech [9000] EUR (Return);Europe;Industry;EUR;Return;01-Apr-99
SX8V;EU0009659770;DJS Tech [9000] USD (Return);Europe;Industry;USD;Return;01-Apr-99
SXKL;EU0009659788;DJS Telecom [6000] USD (Price);Europe;Industry;USD;Price;01-Apr-99
SXKP;EU0009658947;DJS Telecom [6000] EUR (Price);Europe;Industry;EUR;Price;01-Apr-99
SXKR;EU0009658954;DJS Telecom [6000] EUR (Return);Europe;Industry;EUR;Return;01-Apr-99
SXKV;EU0009659796;DJS Telecom [6000] USD (Return);Europe;Industry;USD;Return;01-Apr-99
SX6L;EU0009659804;DJS Util [7000] USD (Price);Europe;Industry;USD;Price;20-Mar-00
SX6P;EU0009658962;DJS Util [7000] EUR (Price);Europe;Industry;EUR;Price;20-Mar-00
SX6R;EU0009658970;DJS Util [7000] EUR (Return);Europe;Industry;EUR;Return;20-Mar-00
SX6V;EU0009659812;DJS Util [7000] USD (Return);Europe;Industry;USD;Return;20-Mar-00
TBSCF;CH0014295932;DJSN TMI Bas Mater [1000] EUR (Price);Nordic;Industry;EUR;Price;15-Jul-02
TBSCG;CH0014295957;DJSN TMI Bas Mater [1000] EUR (Return);Nordic;Industry;EUR;Return;15-Jul-02
TBSCH;CH0014295890;DJSN TMI Bas Mater [1000] USD (Price);Nordic;Industry;USD;Price;15-Jul-02
TBSCI;CH0014295916;DJSN TMI Bas Mater [1000] USD (Return);Nordic;Industry;USD;Return;15-Jul-02
TBSCX;CH0037485734;DJSN TMI Bas Mater [1000] SEK (Price);Nordic;Industry;SEK;Price;21-Apr-08
TBSCY;CH0037485742;DJSN TMI Bas Mater [1000] SEK (Return);Nordic;Industry;SEK;Return;21-Apr-08
TBSCNX;CH0037486559;DJSN TMI Bas Mater [1000] NOK (Price);Nordic;Industry;NOK;Price;21-Apr-08
TBSCNY;CH0037486567;DJSN TMI Bas Mater [1000] NOK (Return);Nordic;Industry;NOK;Return;21-Apr-08
TBSCDX;CH0037487391;DJSN TMI Bas Mater [1000] DKK (Price);Nordic;Industry;DKK;Price;21-Apr-08
TBSCDY;CH0037487409;DJSN TMI Bas Mater [1000] DKK (Return);Nordic;Industry;DKK;Return;21-Apr-08
T3000M;CH0019111944;DJSN TMI Cns Goods [3000] USD (Price);Nordic;Industry;USD;Price;20-Sep-04
T3000N;CH0019111894;DJSN TMI Cns Goods [3000] EUR (Price);Nordic;Industry;EUR;Price;20-Sep-04
T3000Q;CH0019111977;DJSN TMI Cns Goods [3000] EUR (Return);Nordic;Industry;EUR;Return;20-Sep-04
T3000S;CH0019112017;DJSN TMI Cns Goods [3000] USD (Return);Nordic;Industry;USD;Return;20-Sep-04
T300X;CH0037485999;DJSN TMI Cns Goods [3000] SEK (Price);Nordic;Industry;SEK;Price;21-Apr-08
T300Y;CH0037486005;DJSN TMI Cns Goods [3000] SEK (Return);Nordic;Industry;SEK;Return;21-Apr-08
T300NX;CH0037486831;DJSN TMI Cns Goods [3000] NOK (Price);Nordic;Industry;NOK;Price;21-Apr-08
T300NY;CH0037486849;DJSN TMI Cns Goods [3000] NOK (Return);Nordic;Industry;NOK;Return;21-Apr-08
T300DX;CH0037487615;DJSN TMI Cns Goods [3000] DKK (Price);Nordic;Industry;DKK;Price;21-Apr-08
T300DY;CH0037487623;DJSN TMI Cns Goods [3000] DKK (Return);Nordic;Industry;DKK;Return;21-Apr-08
T5000M;CH0019112116;DJSN TMI Cns Svcs [5000] USD (Price);Nordic;Industry;USD;Price;20-Sep-04
T5000N;CH0019112058;DJSN TMI Cns Svcs [5000] EUR (Price);Nordic;Industry;EUR;Price;20-Sep-04
T5000Q;CH0019112140;DJSN TMI Cns Svcs [5000] EUR (Return);Nordic;Industry;EUR;Return;20-Sep-04
T5000S;CH0019112199;DJSN TMI Cns Svcs [5000] USD (Return);Nordic;Industry;USD;Return;20-Sep-04
T500X;CH0037486013;DJSN TMI Cns Svcs [5000] SEK (Price);Nordic;Industry;SEK;Price;21-Apr-08
T500Y;CH0037486021;DJSN TMI Cns Svcs [5000] SEK (Return);Nordic;Industry;SEK;Return;21-Apr-08
T500NX;CH0037486864;DJSN TMI Cns Svcs [5000] NOK (Price);Nordic;Industry;NOK;Price;21-Apr-08
T500NY;CH0037486880;DJSN TMI Cns Svcs [5000] NOK (Return);Nordic;Industry;NOK;Return;21-Apr-08
T500DX;CH0037487631;DJSN TMI Cns Svcs [5000] DKK (Price);Nordic;Industry;DKK;Price;21-Apr-08
T500DY;CH0037487649;DJSN TMI Cns Svcs [5000] DKK (Return);Nordic;Industry;DKK;Return;21-Apr-08
TFINF;CH0014298456;DJSN TMI Fincl [8000] EUR (Price);Nordic;Industry;EUR;Price;15-Jul-02
TFING;CH0014298472;DJSN TMI Fincl [8000] EUR (Return);Nordic;Industry;EUR;Return;15-Jul-02
TFINH;CH0014298399;DJSN TMI Fincl [8000] USD (Price);Nordic;Industry;USD;Price;15-Jul-02
TFINI;CH0014298407;DJSN TMI Fincl [8000] USD (Return);Nordic;Industry;USD;Return;15-Jul-02
TFINX;CH0037485759;DJSN TMI Fincl [8000] SEK (Price);Nordic;Industry;SEK;Price;21-Apr-08
TFINY;CH0037485767;DJSN TMI Fincl [8000] SEK (Return);Nordic;Industry;SEK;Return;21-Apr-08
TFINNX;CH0037486575;DJSN TMI Fincl [8000] NOK (Price);Nordic;Industry;NOK;Price;21-Apr-08
TFINNY;CH0037486583;DJSN TMI Fincl [8000] NOK (Return);Nordic;Industry;NOK;Return;21-Apr-08
TFINDX;CH0037487417;DJSN TMI Fincl [8000] DKK (Price);Nordic;Industry;DKK;Price;21-Apr-08
TFINDY;CH0037487425;DJSN TMI Fincl [8000] DKK (Return);Nordic;Industry;DKK;Return;21-Apr-08
THCRF;CH0014298597;DJSN TMI Hea Care [4000] EUR (Price);Nordic;Industry;EUR;Price;20-Nov-00
THCRG;CH0014298639;DJSN TMI Hea Care [4000] EUR (Return);Nordic;Industry;EUR;Return;20-Nov-00
THCRH;CH0014298548;DJSN TMI Hea Care [4000] USD (Price);Nordic;Industry;USD;Price;20-Nov-00
THCRI;CH0014298571;DJSN TMI Hea Care [4000] USD (Return);Nordic;Industry;USD;Return;20-Nov-00
THCRX;CH0037485403;DJSN TMI Hea Care [4000] SEK (Price);Nordic;Industry;SEK;Price;21-Apr-08
THCRY;CH0037485429;DJSN TMI Hea Care [4000] SEK (Return);Nordic;Industry;SEK;Return;21-Apr-08
THCRNX;CH0037486286;DJSN TMI Hea Care [4000] NOK (Price);Nordic;Industry;NOK;Price;21-Apr-08
THCRNY;CH0037486294;DJSN TMI Hea Care [4000] NOK (Return);Nordic;Industry;NOK;Return;21-Apr-08
THCRDX;CH0037487086;DJSN TMI Hea Care [4000] DKK (Price);Nordic;Industry;DKK;Price;21-Apr-08
THCRDY;CH0037487094;DJSN TMI Hea Care [4000] DKK (Return);Nordic;Industry;DKK;Return;21-Apr-08
TIDUF;CH0014298837;DJSN TMI Indus [2000] EUR (Price);Nordic;Industry;EUR;Price;15-Jul-02
TIDUG;CH0014298852;DJSN TMI Indus [2000] EUR (Return);Nordic;Industry;EUR;Return;15-Jul-02
TIDUH;CH0014298753;DJSN TMI Indus [2000] USD (Price);Nordic;Industry;USD;Price;15-Jul-02
TIDUI;CH0014298795;DJSN TMI Indus [2000] USD (Return);Nordic;Industry;USD;Return;15-Jul-02
TIDUX;CH0037485775;DJSN TMI Indus [2000] SEK (Price);Nordic;Industry;SEK;Price;21-Apr-08
TIDUY;CH0037485783;DJSN TMI Indus [2000] SEK (Return);Nordic;Industry;SEK;Return;21-Apr-08
TIDUNX;CH0037486609;DJSN TMI Indus [2000] NOK (Price);Nordic;Industry;NOK;Price;21-Apr-08
TIDUNY;CH0037486617;DJSN TMI Indus [2000] NOK (Return);Nordic;Industry;NOK;Return;21-Apr-08
TIDUDX;CH0037487433;DJSN TMI Indus [2000] DKK (Price);Nordic;Industry;DKK;Price;21-Apr-08
TIDUDY;CH0037487441;DJSN TMI Indus [2000] DKK (Return);Nordic;Industry;DKK;Return;21-Apr-08
TTECF;CH0014299553;DJSN TMI Tech [9000] EUR (Price);Nordic;Industry;EUR;Price;20-Nov-00
TTECG;CH0014299629;DJSN TMI Tech [9000] EUR (Return);Nordic;Industry;EUR;Return;20-Nov-00
TTECH;CH0014299041;DJSN TMI Tech [9000] USD (Price);Nordic;Industry;USD;Price;20-Nov-00
TTECI;CH0014299504;DJSN TMI Tech [9000] USD (Return);Nordic;Industry;USD;Return;20-Nov-00
TTECX;CH0037485445;DJSN TMI Tech [9000] SEK (Price);Nordic;Industry;SEK;Price;21-Apr-08
TTECY;CH0037485452;DJSN TMI Tech [9000] SEK (Return);Nordic;Industry;SEK;Return;21-Apr-08
TTECNX;CH0037486302;DJSN TMI Tech [9000] NOK (Price);Nordic;Industry;NOK;Price;21-Apr-08
TTECNY;CH0037486336;DJSN TMI Tech [9000] NOK (Return);Nordic;Industry;NOK;Return;21-Apr-08
TTECDX;CH0037487110;DJSN TMI Tech [9000] DKK (Price);Nordic;Industry;DKK;Price;21-Apr-08
TTECDY;CH0037487128;DJSN TMI Tech [9000] DKK (Return);Nordic;Industry;DKK;Return;21-Apr-08
TTLSF;CH0014299785;DJSN TMI Telecom [6000] EUR (Price);Nordic;Industry;EUR;Price;20-Nov-00
TTLSG;CH0014299801;DJSN TMI Telecom [6000] EUR (Return);Nordic;Industry;EUR;Return;20-Nov-00
TTLSH;CH0014299686;DJSN TMI Telecom [6000] USD (Price);Nordic;Industry;USD;Price;20-Nov-00
TTLSI;CH0014299751;DJSN TMI Telecom [6000] USD (Return);Nordic;Industry;USD;Return;20-Nov-00
TTLSX;CH0037485460;DJSN TMI Telecom [6000] SEK (Price);Nordic;Industry;SEK;Price;21-Apr-08
TTLSY;CH0037485544;DJSN TMI Telecom [6000] SEK (Return);Nordic;Industry;SEK;Return;21-Apr-08
TTLSNX;CH0037486351;DJSN TMI Telecom [6000] NOK (Price);Nordic;Industry;NOK;Price;21-Apr-08
TTLSNY;CH0037486377;DJSN TMI Telecom [6000] NOK (Return);Nordic;Industry;NOK;Return;21-Apr-08
TTLSDX;CH0037487136;DJSN TMI Telecom [6000] DKK (Price);Nordic;Industry;DKK;Price;21-Apr-08
TTLSDY;CH0037487151;DJSN TMI Telecom [6000] DKK (Return);Nordic;Industry;DKK;Return;21-Apr-08
TBSCL;CH0014292657;DJS TMI Bas Mater [1000] USD (Price);Europe;Industry;USD;Price;15-Jul-02
TBSCP;CH0014292715;DJS TMI Bas Mater [1000] EUR (Price);Europe;Industry;EUR;Price;15-Jul-02
TBSCR;CH0014292756;DJS TMI Bas Mater [1000] EUR (Return);Europe;Industry;EUR;Return;15-Jul-02
TBSCV;CH0014292673;DJS TMI Bas Mater [1000] USD (Return);Europe;Industry;USD;Return;15-Jul-02
T3000L;CH0019111019;DJS TMI Cns Goods [3000] USD (Price);Europe;Industry;USD;Price;20-Sep-04
T3000P;CH0019110979;DJS TMI Cns Goods [3000] EUR (Price);Europe;Industry;EUR;Price;20-Sep-04
T3000R;CH0019111043;DJS TMI Cns Goods [3000] EUR (Return);Europe;Industry;EUR;Return;20-Sep-04
T3000V;CH0019111068;DJS TMI Cns Goods [3000] USD (Return);Europe;Industry;USD;Return;20-Sep-04
T5000L;CH0019111159;DJS TMI Cns Svcs [5000] USD (Price);Europe;Industry;USD;Price;20-Sep-04
T5000P;CH0019111142;DJS TMI Cns Svcs [5000] EUR (Price);Europe;Industry;EUR;Price;20-Sep-04
T5000R;CH0019111183;DJS TMI Cns Svcs [5000] EUR (Return);Europe;Industry;EUR;Return;20-Sep-04
T5000V;CH0019111233;DJS TMI Cns Svcs [5000] USD (Return);Europe;Industry;USD;Return;20-Sep-04
TFINL;CH0014293663;DJS TMI Fincl [8000] USD (Price);Europe;Industry;USD;Price;15-Jul-02
TFINP;CH0014293762;DJS TMI Fincl [8000] EUR (Price);Europe;Industry;EUR;Price;15-Jul-02
TFINR;CH0014293788;DJS TMI Fincl [8000] EUR (Return);Europe;Industry;EUR;Return;15-Jul-02
TFINV;CH0014293713;DJS TMI Fincl [8000] USD (Return);Europe;Industry;USD;Return;15-Jul-02
BPHL;CH0009104487;DJS TMI Hea Care [4000] USD (Price);Europe;Industry;USD;Price;20-Nov-00
BPHP;CH0009104404;DJS TMI Hea Care [4000] EUR (Price);Europe;Industry;EUR;Price;20-Nov-00
BPHR;CH0009104495;DJS TMI Hea Care [4000] EUR (Return);Europe;Industry;EUR;Return;20-Nov-00
BPHV;CH0009104529;DJS TMI Hea Care [4000] USD (Return);Europe;Industry;USD;Return;20-Nov-00
TIDUL;CH0014293879;DJS TMI Indus [2000] USD (Price);Europe;Industry;USD;Price;15-Jul-02
TIDUP;CH0014293945;DJS TMI Indus [2000] EUR (Price);Europe;Industry;EUR;Price;15-Jul-02
TIDUR;CH0014293986;DJS TMI Indus [2000] EUR (Return);Europe;Industry;EUR;Return;15-Jul-02
TIDUV;CH0014293895;DJS TMI Indus [2000] USD (Return);Europe;Industry;USD;Return;15-Jul-02
BENL;CH0009098952;DJS TMI Oil&Gas [0001] USD (Price);Europe;Industry;USD;Price;20-Nov-00
BENP;CH0009098929;DJS TMI Oil&Gas [0001] EUR (Price);Europe;Industry;EUR;Price;20-Nov-00
BENR;CH0009098986;DJS TMI Oil&Gas [0001] EUR (Return);Europe;Industry;EUR;Return;20-Nov-00
BENV;CH0009098994;DJS TMI Oil&Gas [0001] USD (Return);Europe;Industry;USD;Return;20-Nov-00
BTHL;CH0009105617;DJS TMI Tech [9000] USD (Price);Europe;Industry;USD;Price;20-Nov-00
BTHP;CH0009105591;DJS TMI Tech [9000] EUR (Price);Europe;Industry;EUR;Price;20-Nov-00
BTHR;CH0009105633;DJS TMI Tech [9000] EUR (Return);Europe;Industry;EUR;Return;20-Nov-00
BTHV;CH0009105989;DJS TMI Tech [9000] USD (Return);Europe;Industry;USD;Return;20-Nov-00
BTEL;CH0009106367;DJS TMI Telecom [6000] USD (Price);Europe;Industry;USD;Price;20-Nov-00
BTEP;CH0009106300;DJS TMI Telecom [6000] EUR (Price);Europe;Industry;EUR;Price;20-Nov-00
BTER;CH0009106391;DJS TMI Telecom [6000] EUR (Return);Europe;Industry;EUR;Return;20-Nov-00
BTEV;CH0009106425;DJS TMI Telecom [6000] USD (Return);Europe;Industry;USD;Return;20-Nov-00
BUTL;CH0009106623;DJS TMI Util [7000] USD (Price);Europe;Industry;USD;Price;20-Nov-00
BUTP;CH0009106599;DJS TMI Util [7000] EUR (Price);Europe;Industry;EUR;Price;20-Nov-00
BUTR;CH0009106649;DJS TMI Util [7000] EUR (Return);Europe;Industry;EUR;Return;20-Nov-00
BUTV;CH0009106656;DJS TMI Util [7000] USD (Return);Europe;Industry;USD;Return;20-Nov-00
BATE;CH0009093730;DJES TMI Aut&Prt [3350] EUR (Price);Eurozone;Sector;EUR;Price;20-Nov-00
BATK;CH0009093755;DJES TMI Aut&Prt [3350] USD (Price);Eurozone;Sector;USD;Price;20-Nov-00
BATT;CH0009093789;DJES TMI Aut&Prt [3350] EUR (Return);Eurozone;Sector;EUR;Return;20-Nov-00
BATU;CH0009093805;DJES TMI Aut&Prt [3350] USD (Return);Eurozone;Sector;USD;Return;20-Nov-00
BBAE;CH0009094035;DJES TMI Banks [8350] EUR (Price);Eurozone;Sector;EUR;Price;20-Nov-00
BBAK;CH0009094167;DJES TMI Banks [8350] USD (Price);Eurozone;Sector;USD;Price;20-Nov-00
BBAT;CH0009094274;DJES TMI Banks [8350] EUR (Return);Eurozone;Sector;EUR;Return;20-Nov-00
BBAU;CH0009094290;DJES TMI Banks [8350] USD (Return);Eurozone;Sector;USD;Return;20-Nov-00
SIEBVG;CH0013311656;DJES TMI Beverages [3530] EUR (Price);Eurozone;Sector;EUR;Price;24-Dec-01
SIKBVG;CH0013310997;DJES TMI Beverages [3530] USD (Price);Eurozone;Sector;USD;Price;24-Dec-01
SITBVG;CH0013311680;DJES TMI Beverages [3530] EUR (Return);Eurozone;Sector;EUR;Return;24-Dec-01
SIUBVG;CH0013311565;DJES TMI Beverages [3530] USD (Return);Eurozone;Sector;USD;Return;24-Dec-01
BCHE;CH0009095602;DJES TMI Chem [1350] EUR (Price);Eurozone;Sector;EUR;Price;20-Nov-00
BCHK;CH0009095644;DJES TMI Chem [1350] USD (Price);Eurozone;Sector;USD;Price;20-Nov-00
BCHT;CH0009095826;DJES TMI Chem [1350] EUR (Return);Eurozone;Sector;EUR;Return;20-Nov-00
BCHU;CH0009095883;DJES TMI Chem [1350] USD (Return);Eurozone;Sector;USD;Return;20-Nov-00
BCNE;CH0009097129;DJES TMI Cns&Mat [2350] EUR (Price);Eurozone;Sector;EUR;Price;20-Nov-00
BCNK;CH0009097210;DJES TMI Cns&Mat [2350] USD (Price);Eurozone;Sector;USD;Price;20-Nov-00
BCNT;CH0009097236;DJES TMI Cns&Mat [2350] EUR (Return);Eurozone;Sector;EUR;Return;20-Nov-00
BCNU;CH0009097327;DJES TMI Cns&Mat [2350] USD (Return);Eurozone;Sector;USD;Return;20-Nov-00
SXEELC;CH0004050198;DJES TMI Electr [7530] EUR (Price);Eurozone;Sector;EUR;Price;01-Apr-99
SXKELC;CH0004050206;DJES TMI Electr [7530] USD (Price);Eurozone;Sector;USD;Price;01-Apr-99
SXTELC;CH0004050230;DJES TMI Electr [7530] EUR (Return);Eurozone;Sector;EUR;Return;01-Apr-99
SXUELC;CH0004050255;DJES TMI Electr [7530] USD (Return);Eurozone;Sector;USD;Return;01-Apr-99
T2730E;CH0019125985;DJES TMI Electr Eq [2730] EUR (Price);Eurozone;Sector;EUR;Price;20-Sep-04
T2730K;CH0019126017;DJES TMI Electr Eq [2730] USD (Price);Eurozone;Sector;USD;Price;20-Sep-04
T2730T;CH0019126041;DJES TMI Electr Eq [2730] EUR (Return);Eurozone;Sector;EUR;Return;20-Sep-04
T2730U;CH0019126074;DJES TMI Electr Eq [2730] USD (Return);Eurozone;Sector;USD;Return;20-Sep-04
SIEFTS;CH0010543772;DJES TMI Fx Telcom [6530] EUR (Price);Eurozone;Sector;EUR;Price;01-Apr-99
SIKFTS;CH0010543780;DJES TMI Fx Telcom [6530] USD (Price);Eurozone;Sector;USD;Price;24-Dec-01
SITFTS;CH0010543798;DJES TMI Fx Telcom [6530] EUR (Return);Eurozone;Sector;EUR;Return;24-Dec-01
SIUFTS;CH0010543806;DJES TMI Fx Telcom [6530] USD (Return);Eurozone;Sector;USD;Return;24-Dec-01
T5330E;CH0019126405;DJES TMI Fd&Drg [5330] EUR (Price);Eurozone;Sector;EUR;Price;20-Sep-04
T5330K;CH0019126421;DJES TMI Fd&Drg [5330] USD (Price);Eurozone;Sector;USD;Price;20-Sep-04
T5330T;CH0019126447;DJES TMI Fd&Drg [5330] EUR (Return);Eurozone;Sector;EUR;Return;20-Sep-04
T5330U;CH0019126470;DJES TMI Fd&Drg [5330] USD (Return);Eurozone;Sector;USD;Return;20-Sep-04
SXEFOA;CH0013312746;DJES TMI Food Prod [3570] EUR (Price);Eurozone;Sector;EUR;Price;24-Dec-01
SXKFOA;CH0013312688;DJES TMI Food Prod [3570] USD (Price);Eurozone;Sector;USD;Price;24-Dec-01
SXTFOA;CH0013312787;DJES TMI Food Prod [3570] EUR (Return);Eurozone;Sector;EUR;Return;24-Dec-01
SXUFOA;CH0013312704;DJES TMI Food Prod [3570] USD (Return);Eurozone;Sector;USD;Return;24-Dec-01
SIEFRP;CH0010543855;DJES TMI Forst&Pap [1730] EUR (Price);Eurozone;Sector;EUR;Price;24-Dec-01
SIKFRP;CH0010543863;DJES TMI Forst&Pap [1730] USD (Price);Eurozone;Sector;USD;Price;24-Dec-01
SITFRP;CH0010543871;DJES TMI Forst&Pap [1730] EUR (Return);Eurozone;Sector;EUR;Return;24-Dec-01
SIUFRP;CH0010543889;DJES TMI Forst&Pap [1730] USD (Return);Eurozone;Sector;USD;Return;24-Dec-01
T7570E;CH0019132247;DJES TMI Gas Water [7570] EUR (Price);Eurozone;Sector;EUR;Price;20-Sep-04
T7570K;CH0019132262;DJES TMI Gas Water [7570] USD (Price);Eurozone;Sector;USD;Price;20-Sep-04
T7570T;CH0019132296;DJES TMI Gas Water [7570] EUR (Return);Eurozone;Sector;EUR;Return;20-Sep-04
T7570U;CH0019132304;DJES TMI Gas Water [7570] USD (Return);Eurozone;Sector;USD;Return;20-Sep-04
T8770E;CH0019132783;DJES TMI Gen Fincl [8770] EUR (Price);Eurozone;Sector;EUR;Price;20-Sep-04
T8770K;CH0019132833;DJES TMI Gen Fincl [8770] USD (Price);Eurozone;Sector;USD;Price;20-Sep-04
T8770T;CH0019132874;DJES TMI Gen Fincl [8770] EUR (Return);Eurozone;Sector;EUR;Return;20-Sep-04
T8770U;CH0019132890;DJES TMI Gen Fincl [8770] USD (Return);Eurozone;Sector;USD;Return;20-Sep-04
T2720E;CH0019125910;DJES TMI Gen Indus [2720] EUR (Price);Eurozone;Sector;EUR;Price;20-Sep-04
T2720K;CH0019125928;DJES TMI Gen Indus [2720] USD (Price);Eurozone;Sector;USD;Price;20-Sep-04
T2720T;CH0019125936;DJES TMI Gen Indus [2720] EUR (Return);Eurozone;Sector;EUR;Return;20-Sep-04
T2720U;CH0019125944;DJES TMI Gen Indus [2720] USD (Return);Eurozone;Sector;USD;Return;20-Sep-04
T5370E;CH0019204285;DJES TMI Gen Ret [5370] EUR (Price);Eurozone;Sector;EUR;Price;20-Sep-04
T5370K;CH0019204301;DJES TMI Gen Ret [5370] USD (Price);Eurozone;Sector;USD;Price;20-Sep-04
T5370T;CH0019204319;DJES TMI Gen Ret [5370] EUR (Return);Eurozone;Sector;EUR;Return;20-Sep-04
T5370U;CH0019204350;DJES TMI Gen Ret [5370] USD (Return);Eurozone;Sector;USD;Return;20-Sep-04
T4530E;CH0019126249;DJES TMI Hea Eq [4530] EUR (Price);Eurozone;Sector;EUR;Price;20-Sep-04
T4530K;CH0019126256;DJES TMI Hea Eq [4530] USD (Price);Eurozone;Sector;USD;Price;20-Sep-04
T4530T;CH0019126264;DJES TMI Hea Eq [4530] EUR (Return);Eurozone;Sector;EUR;Return;20-Sep-04
T4530U;CH0019126272;DJES TMI Hea Eq [4530] USD (Return);Eurozone;Sector;USD;Return;20-Sep-04
T3720E;CH0019126082;DJES TMI Hsh Gd [3720] EUR (Price);Eurozone;Sector;EUR;Price;20-Sep-04
T3720K;CH0019126108;DJES TMI Hsh Gd [3720] USD (Price);Eurozone;Sector;USD;Price;20-Sep-04
T3720T;CH0019126116;DJES TMI Hsh Gd [3720] EUR (Return);Eurozone;Sector;EUR;Return;20-Sep-04
T3720U;CH0019126124;DJES TMI Hsh Gd [3720] USD (Return);Eurozone;Sector;USD;Return;20-Sep-04
SXEIEQ;CH0013313066;DJES TMI Indus Eng [2750] EUR (Price);Eurozone;Sector;EUR;Price;24-Dec-01
SXKIEQ;CH0013312944;DJES TMI Indus Eng [2750] USD (Price);Eurozone;Sector;USD;Price;24-Dec-01
SXTIEQ;CH0013313140;DJES TMI Indus Eng [2750] EUR (Return);Eurozone;Sector;EUR;Return;24-Dec-01
SXUIEQ;CH0013312977;DJES TMI Indus Eng [2750] USD (Return);Eurozone;Sector;USD;Return;24-Dec-01
T1750E;CH0019125811;DJES TMI Indus Mtl [1750] EUR (Price);Eurozone;Sector;EUR;Price;20-Sep-04
T1750K;CH0019125845;DJES TMI Indus Mtl [1750] USD (Price);Eurozone;Sector;USD;Price;20-Sep-04
T1750T;CH0019125852;DJES TMI Indus Mtl [1750] EUR (Return);Eurozone;Sector;EUR;Return;20-Sep-04
T1750U;CH0019125860;DJES TMI Indus Mtl [1750] USD (Return);Eurozone;Sector;USD;Return;20-Sep-04
SIETRA;CH0010543897;DJES TMI Indus Tra [2770] EUR (Price);Eurozone;Sector;EUR;Price;24-Dec-01
SIKTRA;CH0010543905;DJES TMI Indus Tra [2770] USD (Price);Eurozone;Sector;USD;Price;24-Dec-01
SITTRA;CH0010543913;DJES TMI Indus Tra [2770] EUR (Return);Eurozone;Sector;EUR;Return;24-Dec-01
SIUTRA;CH0010543921;DJES TMI Indus Tra [2770] USD (Return);Eurozone;Sector;USD;Return;24-Dec-01
T8570E;CH0019133153;DJES TMI Life Ins [8570] EUR (Price);Eurozone;Sector;EUR;Price;20-Sep-04
T8570K;CH0019133179;DJES TMI Life Ins [8570] USD (Price);Eurozone;Sector;USD;Price;20-Sep-04
T8570T;CH0019133187;DJES TMI Life Ins [8570] EUR (Return);Eurozone;Sector;EUR;Return;20-Sep-04
T8570U;CH0019133195;DJES TMI Life Ins [8570] USD (Return);Eurozone;Sector;USD;Return;20-Sep-04
BMDE;CH0009103588;DJES TMI Media [5550] EUR (Price);Eurozone;Sector;EUR;Price;20-Nov-00
BMDK;CH0009103604;DJES TMI Media [5550] USD (Price);Eurozone;Sector;USD;Price;20-Nov-00
BMDT;CH0009103612;DJES TMI Media [5550] EUR (Return);Eurozone;Sector;EUR;Return;20-Nov-00
BMDU;CH0009103620;DJES TMI Media [5550] USD (Return);Eurozone;Sector;USD;Return;20-Nov-00
SIECTS;CH0010540380;DJES TMI Mb Telcom [6570] EUR (Price);Eurozone;Sector;EUR;Price;01-Apr-99
SIKCTS;CH0010540398;DJES TMI Mb Telcom [6570] USD (Price);Eurozone;Sector;USD;Price;01-Apr-99
SITCTS;CH0010540406;DJES TMI Mb Telcom [6570] EUR (Return);Eurozone;Sector;EUR;Return;01-Apr-99
SIUCTS;CH0010540414;DJES TMI Mb Telcom [6570] USD (Return);Eurozone;Sector;USD;Return;01-Apr-99
T8530E;CH0019132379;DJES TMI Nlife Ins [8530] EUR (Price);Eurozone;Sector;EUR;Price;20-Sep-04
T8530K;CH0019132551;DJES TMI Nlife Ins [8530] USD (Price);Eurozone;Sector;USD;Price;20-Sep-04
T8530T;CH0019132650;DJES TMI Nlife Ins [8530] EUR (Return);Eurozone;Sector;EUR;Return;20-Sep-04
T8530U;CH0019132676;DJES TMI Nlife Ins [8530] USD (Return);Eurozone;Sector;USD;Return;20-Sep-04
T0530E;CH0019125514;DJES TMI Oil&Gas [0530] EUR (Price);Eurozone;Sector;EUR;Price;20-Sep-04
T0530K;CH0019125548;DJES TMI Oil&Gas [0530] USD (Price);Eurozone;Sector;USD;Price;20-Sep-04
T0530T;CH0019125589;DJES TMI Oil&Gas [0530] EUR (Return);Eurozone;Sector;EUR;Return;20-Sep-04
T0530U;CH0019125613;DJES TMI Oil&Gas [0530] USD (Return);Eurozone;Sector;USD;Return;20-Sep-04
T0570E;CH0019125670;DJES TMI Oil Eq [0570] EUR (Price);Eurozone;Sector;EUR;Price;20-Sep-04
T0570K;CH0019125712;DJES TMI Oil Eq [0570] USD (Price);Eurozone;Sector;USD;Price;20-Sep-04
T0570T;CH0019125753;DJES TMI Oil Eq [0570] EUR (Return);Eurozone;Sector;EUR;Return;20-Sep-04
T0570U;CH0019125761;DJES TMI Oil Eq [0570] USD (Return);Eurozone;Sector;USD;Return;20-Sep-04
T3760E;CH0019126181;DJES TMI Pers Gds [3760] EUR (Price);Eurozone;Sector;EUR;Price;20-Sep-04
T3760K;CH0019126199;DJES TMI Pers Gds [3760] USD (Price);Eurozone;Sector;USD;Price;20-Sep-04
T3760T;CH0019126207;DJES TMI Pers Gds [3760] EUR (Return);Eurozone;Sector;EUR;Return;20-Sep-04
T3760U;CH0019126215;DJES TMI Pers Gds [3760] USD (Return);Eurozone;Sector;USD;Return;20-Sep-04
T4570E;CH0019126298;DJES TMI Pharm&Bio [4570] EUR (Price);Eurozone;Sector;EUR;Price;20-Sep-04
